City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,san carlos de bariloche,-41.1456,-71.3082,5.69,81,75,1.03,AR,1684812983
363,ustaritz,43.3965,-1.456,17.7,94,100,1.54,FR,1684813066
364,moab,38.5733,-109.5498,21.03,58,81,3.58,US,1684813067
365,yarmouth,41.7057,-70.2286,11.12,91,0,0.89,US,1684813067
366,ojinaga,29.5667,-104.4167,20.53,73,100,11.32,MX,1684813067
367,capo d'orlando,38.1435,14.7305,15.79,76,5,2.0,IT,1684813067
368,zapolyarnyy,69.4154,30.8136,11.6,55,58,3.08,RU,1684813068
369,muynoq,43.7683,59.0214,18.14,86,32,3.19,UZ,1684813068
370,taungoo,18.9333,96.4333,35.53,46,20,2.46,MM,1684813068
371,maragogi,-9.0122,-35.2225,24.59,89,68,3.58,BR,1684813068
372,siwa oasis,29.2041,25.5195,21.85,41,0,2.37,EG,1684813068
373,inari,68.906,27.0288,11.11,56,37,2.3,FI,1684813069
374,tonj,7.2737,28.6822,25.34,63,7,3.44,SS,1684813069
375,broken hill,-31.95,141.4333,17.14,36,30,3.27,AU,1684813069
376,yanam,16.7333,82.2167,34.07,54,52,2.4,IN,1684813069
377,byalynichy,53.9983,29.7126,12.78,77,90,1.2,BY,1684813069
378,berbera,10.4396,45.0143,30.88,69,56,2.83,SO,1684813070
379,cheremushki,52.8356,91.3944,15.41,65,90,1.63,RU,1684813070
380,altai,46.3722,96.2583,5.61,66,99,3.78,MN,1684813070
381,fort mcmurray,56.7268,-111.381,17.77,48,100,6.17,CA,1684813030
382,amahai,-3.3333,128.9167,26.55,83,100,2.34,ID,1684813070
383,vylkove,45.4021,29.586,16.12,77,95,4.3,UA,1684813071
384,ormara,25.2088,64.6357,29.07,85,68,4.98,PK,1684813071
385,trincomalee,8.5711,81.2335,29.88,67,7,4.19,LK,1684813071
386,tofol,5.3248,163.0078,28.16,75,66,4.73,FM,1684813071
387,vanimo,-2.6741,141.3028,27.93,73,91,2.32,PG,1684813071
388,nacala,-14.5428,40.6728,21.64,93,16,2.58,MZ,1684813072
389,kudahuvadhoo,2.6708,72.8944,28.37,71,4,1.45,MV,1684813072
390,straznice,48.901,17.3168,14.56,97,57,0.89,CZ,1684813072
391,devgarh,25.5333,73.9,31.5,38,27,5.6,IN,1684813072
392,polonnaruwa,7.9333,81.0,31.19,59,7,1.07,LK,1684813072
393,biloela,-24.4167,150.5,25.42,26,0,2.85,AU,1684813073
394,yaren,-0.5472,166.916,28.13,71,63,1.2,NR,1684813073
395,puerto san jose,13.9256,-90.8244,27.54,77,98,1.82,GT,1684813073
396,maintirano,-18.0667,44.0167,20.51,85,3,4.28,MG,1684813073
397,mahina,-17.5065,-149.489,28.87,70,20,2.57,PF,1684813074
398,akcaabat,41.0212,39.5715,23.93,38,75,5.66,TR,1684813074
399,pilsen,49.7475,13.3776,14.37,96,75,0.51,CZ,1684813074
400,bayganin,48.6947,55.8742,20.21,35,99,9.1,KZ,1684813074
401,mantua,45.1667,10.7833,16.58,90,4,0.89,IT,1684813075
402,happy valley-goose bay,53.3168,-60.3315,4.17,60,75,3.09,CA,1684813075
403,banda aceh,5.5577,95.3222,29.09,71,85,3.07,ID,1684813075
404,harsova,44.6833,27.9333,15.0,81,65,2.33,RO,1684813075
405,nuku'alofa,-21.1333,-175.2,25.19,78,75,2.57,TO,1684813075
406,inongo,-1.95,18.2667,20.92,99,78,1.63,CD,1684813076
407,fu'an,27.0892,119.6453,18.65,95,100,0.59,CN,1684813076
408,sandnessjoen,66.0217,12.6316,9.29,92,75,1.34,NO,1684813076
409,christchurch,-43.5333,172.6333,15.26,73,0,3.6,NZ,1684813076
410,chany,55.3121,76.7647,18.89,40,8,4.86,RU,1684813077
411,cole harbour,44.6724,-63.4751,5.71,71,20,4.12,CA,1684813077
412,al qitena,14.8648,32.3668,30.22,14,0,4.74,SD,1684813077
413,jatai,-17.8814,-51.7144,17.04,61,100,1.98,BR,1684813077
414,kyzylorda,44.8528,65.5092,23.01,25,0,6.0,KZ,1684813078
415,green valley,31.8543,-110.9937,30.43,14,0,3.57,US,1684813076
416,borba,-4.3878,-59.5939,23.33,99,32,1.04,BR,1684813079
417,wewak,-3.5534,143.6268,29.54,65,52,1.13,PG,1684813079
418,moa,20.6569,-74.9403,25.56,74,1,1.01,CU,1684813079
419,patterson,37.4716,-121.1297,27.97,44,6,1.97,US,1684813080
420,zaida,34.0603,72.4678,34.31,23,99,2.52,PK,1684813080
421,montbrison,45.6667,4.0833,15.32,98,100,2.71,FR,1684813080
422,belo sur tsiribihina,-19.7,44.55,18.12,83,36,1.7,MG,1684813080
423,hammerfest,70.6634,23.6821,14.25,51,88,1.54,NO,1684813081
424,malango,-2.9627,119.9001,31.74,45,98,0.07,ID,1684813081
425,fisterra,42.9049,-9.2629,16.68,81,7,9.13,ES,1684813081
426,hami,42.8,93.45,21.31,35,76,4.68,CN,1684813081
427,dunedin,-45.8742,170.5036,13.49,66,91,4.46,NZ,1684813082
428,murun-kuren,49.6342,100.1625,5.66,97,100,2.14,MN,1684813082
429,mariakani,-3.8633,39.4736,21.99,95,66,2.66,KE,1684813082
430,extrema,-22.8547,-46.3183,12.74,87,34,1.9,BR,1684813083
431,el jadid,33.2549,-8.506,17.06,77,4,2.64,MA,1684813083
432,aitape,-3.1374,142.3475,29.4,72,88,2.62,PG,1684813083
433,mogadishu,2.0371,45.3438,26.93,94,40,3.09,SO,1684813055
434,yanchep,-31.55,115.6833,24.23,35,100,5.37,AU,1684813083
435,kailua-kona,19.6406,-155.9956,28.49,80,100,4.63,US,1684813084
436,teknaf,20.8624,92.3058,31.27,67,29,3.29,BD,1684813084
437,weno,7.4515,151.8468,31.97,79,100,5.14,FM,1684813084
438,westport,41.1415,-73.3579,14.33,84,0,2.24,US,1684813019
439,nizhnevartovsk,60.9344,76.5531,17.01,31,0,4.0,RU,1684813085
440,geraldton,-28.7667,114.6,27.23,18,83,6.69,AU,1684813085
441,magistral'nyy,56.1725,107.4458,13.84,36,99,2.38,RU,1684813085
442,morehead city,34.7229,-76.726,19.44,83,0,5.36,US,1684812974
443,errachidia,31.9275,-4.4285,14.03,47,0,5.14,MA,1684813086
444,carbonear,47.7332,-53.2148,3.41,91,100,6.39,CA,1684813086
445,redwood falls,44.5394,-95.1169,23.01,49,0,3.6,US,1684813086
446,tamale,9.4008,-0.8393,26.9,75,83,4.45,GH,1684813086
447,khandyga,62.6667,135.6,8.81,42,99,0.61,RU,1684813086
448,prymors'k,46.7348,36.3443,16.75,91,11,4.23,UA,1684813087
449,puerto baquerizo moreno,-0.9,-89.6,25.46,81,44,3.7,EC,1684813087
450,portland,45.5234,-122.6762,15.67,59,8,2.24,US,1684812958
451,bria,6.5423,21.9863,21.71,94,7,2.57,CF,1684813087
452,thinadhoo,0.5333,72.9333,28.4,72,3,1.33,MV,1684813088
453,port blair,11.6667,92.75,31.02,70,40,3.6,IN,1684813088
454,carupano,10.6678,-63.2585,23.88,89,100,2.28,VE,1684813088
455,taroa,8.7058,171.2275,27.85,82,100,6.97,MH,1684813089
456,bengkulu,-3.8004,102.2655,29.01,66,21,1.89,ID,1684813089
457,muang xay,20.7,101.9833,35.59,31,10,2.59,LA,1684813089
458,dabakala,8.3667,-4.4333,23.45,96,100,2.19,CI,1684813089
459,preobrazheniye,42.9019,133.9064,17.14,56,6,3.85,RU,1684813090
460,castillos,-34.1667,-53.8333,18.73,77,100,1.92,UY,1684813090
461,grange,-34.9,138.4833,17.24,64,75,6.17,AU,1684813090
462,ha giang,22.8333,104.9833,34.24,56,86,2.31,VN,1684813090
463,motueka,-41.1333,173.0167,17.83,75,0,1.69,NZ,1684813090
464,djenne,13.9061,-4.5533,31.95,26,78,2.07,ML,1684813091
465,robore,-18.3333,-59.75,22.58,82,2,1.47,BO,1684813091
466,santiago de cao,-7.9589,-79.2392,23.07,88,40,3.09,PE,1684813091
467,mazagao,-0.115,-51.2894,26.03,98,30,1.23,BR,1684813091
468,toliara,-23.35,43.6667,21.26,80,3,6.11,MG,1684812946
469,puerto lempira,15.2667,-83.7667,28.51,72,32,4.84,HN,1684813092
470,andreapol',56.6513,32.2664,12.26,82,24,1.55,RU,1684813092
471,kerikeri,-35.2268,173.9474,16.35,76,8,6.87,NZ,1684813092
472,sint michiel liber,12.15,-68.9833,26.9,94,20,3.6,CW,1684813092
473,vernon,50.2581,-119.2691,15.34,72,100,0.51,CA,1684813093
474,smithers,54.7804,-127.1743,12.18,62,100,1.54,CA,1684813093
475,muroto-misakicho,33.2833,134.15,20.3,65,94,5.25,JP,1684813093
476,sainte-livrade-sur-lot,44.3993,0.5912,13.06,93,94,0.21,FR,1684813094
477,osmaneli,40.3572,30.0142,13.68,88,100,0.76,TR,1684813094
478,manoc-manoc,11.9416,121.9428,29.77,70,9,3.04,PH,1684813095
479,dubbo,-32.25,148.6167,19.07,30,0,2.06,AU,1684813095
480,taitung city,22.7583,121.1444,23.15,100,75,3.09,TW,1684813095
481,mount isa,-20.7333,139.5,24.87,18,10,4.63,AU,1684813096
482,butembo,0.15,29.2833,14.15,87,62,1.25,CD,1684813096
483,nouadhibou,20.931,-17.0347,17.99,82,0,6.17,MR,1684813096
484,nogliki,51.8333,143.1667,5.42,75,60,4.13,RU,1684813096
485,bamboo flat,11.7,92.7167,31.05,70,40,3.6,IN,1684813096
486,vilhena,-12.7406,-60.1458,21.89,70,94,1.02,BR,1684813097
487,ballito,-29.539,31.2144,12.08,87,0,0.51,ZA,1684813097
488,longboat key,27.4125,-82.659,25.57,62,0,5.14,US,1684813097
489,shenjiamen,29.9576,122.298,18.89,63,3,5.61,CN,1684813097
490,trinidad,-14.8333,-64.9,23.34,96,96,1.45,BO,1684813098
491,mlowo,-9.0,32.9833,14.28,88,93,1.2,TZ,1684813098
492,kharp,66.8014,65.8081,14.08,60,18,2.39,RU,1684813098
493,tromso,69.6496,18.957,9.65,76,75,1.54,NO,1684812842
494,mulayjah,27.271,48.4242,32.2,28,6,2.31,SA,1684813099
495,roma,43.2128,-75.4557,11.51,76,0,0.0,US,1684813003
496,inda chhoi,29.6402,75.7888,39.99,15,100,3.88,IN,1684813099
497,harstad,68.799,16.5293,11.56,82,84,1.02,NO,1684813100
498,adamovka,51.5223,59.9396,20.79,38,2,5.2,RU,1684813100
499,mulchen,-37.7167,-72.2333,11.75,94,100,4.75,CL,1684813100
500,al burayqah,30.4062,19.5739,19.3,75,0,0.67,LY,1684813100
501,boyolangu,-8.1181,111.8935,29.03,67,50,2.73,ID,1684813101
502,yenangyaung,20.4667,94.8833,35.61,39,0,3.38,MM,1684813101
503,jaciara,-15.9653,-54.9683,20.07,69,100,1.0,BR,1684813101
504,general conesa,-40.1,-64.4333,13.73,39,100,4.22,AR,1684813101
505,tateyama,34.9833,139.8667,15.73,91,100,9.83,JP,1684813101
506,charleston,32.7766,-79.9309,22.79,79,100,4.63,US,1684812988
507,eyl,7.9803,49.8164,28.55,74,21,4.01,SO,1684813102
508,wailea,19.8858,-155.123,24.88,89,100,2.06,US,1684813102
509,revda,56.801,59.9303,21.22,34,63,1.51,RU,1684813102
510,dalandzadgad,43.5708,104.425,23.23,12,78,6.89,MN,1684813103
511,tucurui,-3.7661,-49.6725,25.07,90,77,1.57,BR,1684813103
512,mil'kovo,55.6078,37.7956,14.08,89,97,3.93,RU,1684813103
513,koson,39.0375,65.585,29.18,18,82,5.85,UZ,1684812938
514,saint-philippe,-21.3585,55.7679,22.77,69,0,0.71,RE,1684813104
515,marshall,34.3834,-86.3333,21.17,67,40,2.06,US,1684812817
516,shorapur,16.5167,76.75,33.48,31,36,1.88,IN,1684813104
517,shambu,9.5667,37.1,13.75,66,63,0.28,ET,1684813104
518,kaiapoi,-43.3783,172.6401,14.7,73,0,3.6,NZ,1684813104
519,wad rawah,15.1603,33.1397,29.69,30,0,5.91,SD,1684813105
520,santo antonio do ica,-3.1022,-67.9397,23.88,98,33,1.14,BR,1684813105
521,komsomol'skiy,43.9783,46.6985,20.01,69,9,2.12,RU,1684813105
522,hirara,24.8,125.2833,23.15,78,75,8.75,JP,1684813105
523,bardai,11.65,7.2333,25.07,70,44,4.08,NG,1684813106
524,shakiso,5.75,38.9167,15.55,99,100,0.93,ET,1684813106
525,les cayes,18.2,-73.75,25.24,84,6,1.11,HT,1684813106
526,lakhnadon,22.6,79.6,36.29,19,2,5.96,IN,1684813106
527,fale old settlement,-9.3852,-171.2468,28.41,75,58,4.76,TK,1684813106
528,porto novo,6.4965,2.6036,26.94,84,100,2.76,BJ,1684813107
529,hastings,50.8552,0.5729,10.74,39,1,4.86,GB,1684812897
530,amursk,50.2261,136.8994,20.47,46,1,5.37,RU,1684813107
531,kidal,18.4411,1.4078,30.59,13,100,4.35,ML,1684813107
532,dryden,49.7833,-92.7503,17.16,59,0,1.03,CA,1684813108
533,rondonopolis,-16.4708,-54.6356,20.4,64,100,1.22,BR,1684813108
534,tomatlan,19.9333,-105.25,24.07,74,4,0.9,MX,1684813109
535,kiambu,-1.1667,36.8333,18.15,94,75,1.54,KE,1684813109
536,isetskoye,56.4858,65.3226,21.87,32,35,0.85,RU,1684813109
537,neiafu,-18.65,-173.9833,26.38,73,20,2.06,TO,1684813109
538,tokar,18.4254,37.729,28.16,70,0,3.15,SD,1684813110
539,goondiwindi,-28.55,150.3167,20.89,26,0,2.01,AU,1684813110
540,kayangel,8.0823,134.7173,29.09,73,85,5.75,PW,1684813110
541,guelendeng,10.9176,15.5501,30.04,46,97,2.92,TD,1684813110
542,rocha,-34.4833,-54.3333,17.96,82,53,1.45,UY,1684812940
543,khanabad,36.6825,69.1156,27.95,35,100,5.84,AF,1684813111
544,barreirinhas,-2.7469,-42.8264,27.46,80,15,4.36,BR,1684813111
545,villa gesell,-37.2639,-56.973,16.14,90,32,0.06,AR,1684813022
546,mbanza kongo,-6.267,14.2401,20.48,97,94,0.22,AO,1684813111
547,berezovyy,51.6667,135.7,19.73,41,54,3.44,RU,1684813112
548,tsetserleg,47.475,101.4542,15.01,35,100,3.19,MN,1684813112
549,vangviang,18.9333,102.45,36.6,38,77,1.46,LA,1684813112
550,ugoofaaru,5.6667,73.0,28.53,73,25,1.23,MV,1684813112
551,smiltene,57.4244,25.9016,9.75,73,94,1.14,LV,1684813113
552,tommot,58.9564,126.2925,10.47,37,63,2.59,RU,1684813113
553,peterhead,57.5058,-1.7981,6.36,85,87,3.93,GB,1684812815
554,medina,24.4686,39.6142,25.24,22,0,1.03,SA,1684813113
555,selydove,48.1471,37.3003,15.35,92,96,4.21,UA,1684813114
556,thurso,58.5927,-3.5259,8.81,83,84,8.81,GB,1684813114
557,ropczyce,50.0523,21.6089,10.21,84,20,2.51,PL,1684813114
558,port alberni,49.2413,-124.8028,15.44,73,98,0.8,CA,1684813028
559,lethem,3.3803,-59.7968,25.93,84,100,4.71,GY,1684813115
